Unnamed: 0,year,quarter,title,studio,castcrew,link_en,dates_raw,date_us,date_jp,delay
45,2001,Q3,Glitter,Columbia Pictures / 20th Century Fox,"Vondie Curtis Hall (director); Kate Lanier (screenplay); Mariah Carey, Max Beesley, Terrence Howard, Da Brat, Tia Texada, Eric Benét, Valarie Pettiford, Ann Magnuson, Dorian Harewood, Padma Lakshmi, Bill Sage, Isabel Gomes, Lindsey Pickering, Courtnie Beceiro, Grant Nickalls, Kate Stebbins, Kim Roberts",Glitter_(film),{{flagicon|USA}} 2001年9月21日<br /> {{flagicon|JPN}} 2001年10月20日,2001-09-21,2001-10-20,29.0
46,2001,Q3,Born Romantic,United Artists,"David Kane (director); Craig Ferguson, Jane Horrocks, Catherine McCormack, David Morrissey, Olivia Williams",Born_Romantic,no_ja,,,
47,2001,Q3,Dinner Rush,New Line Cinema / Access Motion Picture Group,"Bob Giraldi (director); Danny Aiello, Edoardo Ballerini, Vivian Wu, Kirk Acevedo",Dinner_Rush,no_dates,,,
48,2001,Q3,Don't Say a Word,20th Century Fox / Regency Enterprises / Village Roadshow Pictures,"Gary Fleder (director); Anthony Peckham, Patrick Smith Kelly (screenplay); Michael Douglas, Sean Bean, Brittany Murphy, Guy Torry, Jennifer Esposito, Famke Janssen, Oliver Platt, Skye McCole Bartusiak, Shawn Doyle, Victor Argo, Conrad Goode, Paul Schulze, Lance Reddick, Aidan Devine, Alex Campbell, Arlene Duncan, Judy Sinclair, David Warshofsky, Darren Frost, Daniel Kash, Lucie Laurier, Patricia Mauceri",Don%27t_Say_a_Word,no_ja,,,
49,2001,Q3,Hearts in Atlantis,Warner Bros. Pictures / Castle Rock Entertainment / Village Roadshow Pictures,"Scott Hicks (director); William Goldman (screenplay); Anthony Hopkins, Anton Yelchin, Hope Davis, Mika Boorem, David Morse, Deirdre O'Connell, Will Rothhaar, Timmy Reifsnyder, Alan Tudyk, Tom Bower, Celia Weston, Adam LeFevre",Hearts_in_Atlantis_(film),no_ja,,,
50,2001,Q3,Zoolander,Paramount Pictures / Village Roadshow Pictures / VH1 Films,"Ben Stiller (director); Drake Sather, Ben Stiller, John Hamburg (screenplay); Ben Stiller, Owen Wilson, Will Ferrell, Christine Taylor, Milla Jovovich, Jerry Stiller, David Duchovny, Jon Voight, Vince Vaughn, Judah Friedlander, Alexander Skarsgard, Nathan Lee Graham, Justin Theroux, Andrew Wilson, John Vargas, Jennifer Coolidge, Tony Kanal, Patton Oswalt, Mason Webb, David Bowie, Billy Zane, Lance Bass, Tyson Beckford, Victoria Beckham, Emma Bunton, Stephen Dorff, Shavo Odadjian, Fred Durst, Fabio, Tom Ford, Cuba Gooding Jr., Theo Kogan, Lukas Haas, Tommy Hilfiger, Paris Hilton, Carmen Kass, Heidi Klum, Lenny Kravitz, Karl Lagerfeld, Lil' Kim, Anne Meara, Natalie Portman, Frankie Rayder, Mark Ronson, Gavin Rossdale, Winona Ryder, Garry Shandling, Christian Slater, Gwen Stefani, Donald Trump, Melania Trump, Donatella Versace, Veronica Webb, James Marsden",Zoolander,{{flagicon|USA}} 2001年9月28日<br /> {{flagicon|JPN}} 2002年9月14日,2001-09-28,2002-09-14,351.0
0,2001,Q4,Joy Ride,20th Century Fox / Regency Enterprises,"John Dahl (director); J. J. Abrams, Clay Tarver (screenplay); Paul Walker, Steve Zahn, Leelee Sobieski, Jessica Bowman, Matthew Kimbrough, Ted Levine, Stuart Stone, Brian Leckner, Jim Beaver, Hugh Dane, Jay Hernandez, Basil Wallace, Satch Huizenga, Luis Côrtes, Kenneth White, Anna Malle",Joy_Ride_(2001_film),{{flagicon|USA}} 2001年10月5日<br /> {{flagicon|JPN}} 2001年11月23日,2001-10-05,2001-11-23,49.0
1,2001,Q4,Max Keeble's Big Move,Walt Disney Pictures,"Tim Hill (director); David L. Watts, James Greer, Jonathan Bernstein, Mark Blackwell (screenplay); Alex D. Linz, Josh Peck, Zena Grey, Larry Miller, Robert Carradine, Nora Dunn, Jamie Kennedy, Noel Fisher, Orlando Brown, Brooke Anne Smith, Myra Ambriz, Justin Berfield, Clifton Davis, Amy Hill, Amber Valletta, Veronica Alicino, Greg Lewis, Dennis Haskins, Chely Wright, Kyle Sullivan, Shawn Pyfrom, Countess Vaughn, Adam Lamberg, Tony Hawk, Lil' Romeo, Marcus Hopson",Max_Keeble%27s_Big_Move,no_ja,,,
2,2001,Q4,Serendipity,Miramax Films,"Peter Chelsom (director); Marc Klein (screenplay); John Cusack, Kate Beckinsale, Bridget Moynahan, John Corbett, Jeremy Piven, Eugene Levy, Molly Shannon, Marcia Bennett, Eve Crawford, Evan Neuman, Buck Henry, Lucy Gordon, Kevin Rice, Gary Gerbrandt",Serendipity_(film),{{Flagicon|USA}} 2001年9月13日<br /> {{Flagicon|JPN}} 2002年11月9日,2001-09-13,2002-11-09,422.0
3,2001,Q4,Training Day,Warner Bros. Pictures / Village Roadshow Pictures,"Antoine Fuqua (director); David Ayer (screenplay); Denzel Washington, Ethan Hawke, Eva Mendes, Scott Glenn, Cliff Curtis, Snoop Dogg, Harris Yulin, Dr. Dre, Tom Berenger, Macy Gray, Raymond Cruz, Peter Greene, Nick Chinlund, Terry Crews, Noel Gugliemi, Charlotte Ayanna, Raymond J. Barry, Seidy Lopez, Cle Shaheed Sloan, Denzel Whitaker, Fran Kranz, Jaime P. Gomez, Samantha Esteban, Rudy Perez, Abel Soto",Training_Day,{{flagicon|USA}} 2001年10月5日<br /> {{flagicon|JPN}} 2001年10月20日,2001-10-05,2001-10-20,15.0
4,2001,Q4,Bandits,Metro-Goldwyn-Mayer / Hyde Park Entertainment / Baltimore/Spring Creek Pictures,"Barry Levinson (director); Harley Peyton (screenplay); Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity, Brian F. O'Byrne, Stacey Travis, Bobby Slayton, January Jones, Azura Skye, Peggy Miley, William Converse-Roberts, Richard Riehle, Micole Mercurio, Scott Burkholder, Anthony Burch, Sam Levinson, Scout LaRue Willis, Tallulah Belle Willis",Bandits_(2001_film),{{flagicon|USA}} 2001年10月12日<br /> {{flagicon|JPN}} 2001年12月29日,2001-10-12,2001-12-29,78.0
5,2001,Q4,Corky Romano,Touchstone Pictures,"Rob Pritts (director); David Garrett, Jason Ward (screenplay); Chris Kattan, Vinessa Shaw, Peter Berg, Chris Penn, Richard Roundtree, Fred Ward, Peter Falk, Matthew Glave, Roger Fan, Dave Sheridan, Michael Massee, Vincent Pastore, Zach Galifianakis, Rena Mero",Corky_Romano,{{flagicon|USA}} 2001年10月12日<br /> {{flagicon|JPN}} 劇場未公開,2001-10-12,,
6,2001,Q4,Halloweentown II: Kalabar's Revenge,Disney Channel,"Mary Lambert (director); Jon Cooksey, Ali Marie Matheson (screenplay); Debbie Reynolds, Kimberly J. Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Phillip Van Dyke, Daniel Kountz, Blu Mankuma, Peter Wingfield, Richard Side, Robin Thomas, Xantha Radley, Jessica Lucas, Casey Dubois, Scott Owen, Wren Roberts, Blake Mawson, Marc Andrew Smith",Halloweentown_II:_Kalabar%27s_Revenge,no_ja,,,
7,2001,Q4,Iron Monkey,Miramax Films,"Woo-ping (director); Tsui Hark (screenplay); Donnie Yen, Yu Rongguang, Jean Wang, Angie Tsang, Yuen Shun-yi",Iron_Monkey_(1993_film),{{flagicon|HKG1959}} 1993年9月3日<br/> {{Flagicon|USA}} 2001年10月12日,2001-10-12,,
8,2001,Q4,Mulholland Drive,Universal Pictures,"David Lynch (director/screenplay); Naomi Watts, Laura Elena Harring, Justin Theroux, Ann Miller, Mark Pellegrino, Robert Forster, Brent Briscoe, Dan Hedaya, Angelo Badalamenti, Monty Montgomery, Lee Grant, James Karen, Chad Everett, Richard Green, Rebekah Del Rio, Melissa George, Jeanne Bates, Dan Birnbaum, Lori Heuring, Marcus Graham, Michael J. Anderson, Patrick Fischler, Michael Cooke, Bonnie Aarons, Geno Silva, Billy Ray Cyrus, Vincent Castellanos, Wayne Grace, Rita Taggart, Michele Hicks, Lisa Lackey, Tad Horino, Melissa Crider, Kate Forster, Tony Longo, Michael Fairman, Scott Coffey, Rena Riffel",Mulholland_Drive_(film),{{Nowrap|flagicon|FRA| 2001年5月16日<small>（第54回カンヌ国際映画祭|CIFF）</small>}} <br /> {{flagicon|FRA}} 2001年5月16日<small>（第54回カンヌ国際映画祭|CIFF）</small> {{flagicon|USA}} 2001年10月19日<br /> {{flagicon|JPN}} 2002年2月16日,2001-10-19,2002-02-16,120.0
9,2001,Q4,My First Mister,Paramount Classics,"Christine Lahti (director); Jill Franklyn (screenplay); Albert Brooks, Leelee Sobieski, John Goodman, Carol Kane, Michael McKean, Henry Brown, Desmond Harrington, Mary Kay Place",My_First_Mister,no_ja,,,
10,2001,Q4,From Hell,20th Century Fox,"Albert Hughes, Allen Hughes (directors); Terry Hayes, Rafael Yglesias (screenplay); Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane, Ian Richardson, Jason Flemyng, Samantha Spiro, Annabelle Apsion, Katrin Cartlidge, Susan Lynch, Lesley Sharp, Estelle Skornik, Paul Rhys, Vincent Franklin, Ian McNeice, David Schofield, Sophia Myles, Joanna Page, Anthony Parker",From_Hell_(film),no_ja,,,
11,2001,Q4,The Last Castle,DreamWorks,"Rod Lurie (director); David Scarpa, Graham Yost, Sam Mercer (screenplay); Robert Redford, James Gandolfini, Mark Ruffalo, Steve Burton, Delroy Lindo, Paul Calderon, Samuel Ball, Jeremy Childs, Clifton Collins, Jr., Brian Goodman, Michael Irby, Robin Wright, David Alford",The_Last_Castle,{{flagicon|USA}} 2001年10月19日<br /> {{flagicon|JPN}} 2002年11月16日,2001-10-19,2002-11-16,393.0
12,2001,Q4,Riding in Cars with Boys,Columbia Pictures,"Penny Marshall (director); Morgan Ward (screenplay); Drew Barrymore, Steve Zahn, Brittany Murphy, James Woods, Lorraine Bracco, Sara Gilbert, Vincent Pastore, Marisa Ryan, Adam Garcia, Maggie Gyllenhaal, Rosie Perez, Desmond Harrington, Peter Facinelli, David Moscow, Mika Boorem, Logan Lerman, Skye McCole Bartusiak",Riding_in_Cars_with_Boys,2001年10月19日,,,
13,2001,Q4,Waking Life,Fox Searchlight Pictures,"Richard Linklater (director/screenplay); Wiley Wiggins, Eamonn Healy, Timothy ""Speed"" Levitch, Adam Goldberg, Nicky Katt, Steven Soderbergh, Ethan Hawke, Julie Delpy, Steven Prince, Caveh Zahedi, Otto Hofmann, Richard Linklater, Alex Jones, Kim Krizan, Louis H. Mackey, David Sosa, Robert C. Solomon, Steve Brudniak",Waking_Life,{{flagicon|USA}} 2001年10月19日<br /> {{flagicon|JPN}} 2002年11月16日,2001-10-19,2002-11-16,393.0
14,2001,Q4,Donnie Darko,Pandora Cinema / Newmarket Films,"Richard Kelly (director/screenplay); Jake Gyllenhaal, Jena Malone, James Duval, Drew Barrymore, Mary McDonnell, Katharine Ross, Patrick Swayze, Noah Wyle, Holmes Osborne, Maggie Gyllenhaal, Daveigh Chase, Arthur Taxier, David St. James, Jazzie Mahannah, Jolene Purdy, Stuart Stone, Gary Lundy, Alex Greenwald, Beth Grant, Seth Rogen, David Moreland, Kristina Malota, Marina Malota, Carly Naples, Tiler Peck, Patience Cleveland, Lisa K. Wyatt, Rachel Winfree, Jack Salvatore, Lee Weaver, Phyllis Lyons, Ashley Tisdale, Jerry Trainor, Michael Dukakis",Donnie_Darko,{{flagicon|USA}} 2001年1月19日<br /> {{flagicon|JPN}} 2001年8月31日,2001-01-19,2001-08-31,224.0
15,2001,Q4,K-PAX,Universal Pictures / Intermedia / Lawrence Gordon Productions,"Iain Softley (director); Charles Leavitt (screenplay); Kevin Spacey, Jeff Bridges, Mary McCormack, Alfre Woodard, David Patrick Kelly, Saul Williams, Peter Gerety, Celia Weston, Ajay Naidu, Tracy Vilar, Melanee Murray, John Toles-Bey, Kimberly Scott, Conchata Ferrell, Vincent Laresca, Brian Howe, William Lucking, Norman Alden, Aaron Paul",K-PAX_(film),{{flagicon|USA}} 2001年10月26日<br /> {{flagicon|JPN}} 2002年4月13日,2001-10-26,2002-04-13,169.0
16,2001,Q4,On the Line,Miramax Films,"Eric Bross (director); Eric Aronson, Paul Stanton (screenplay); Lance Bass, Joey Fatone, Emmanuelle Chriqui, GQ, Tamala Jones, Dave Foley, Jerry Stiller. James Bulliard, Richie Sambora, Amanda Foreman, Chyna, Justin Timberlake, Chris Kirkpatrick, Al Green, Ananda Lewis, Sammy Sosa, Damon Buford, Eric Young",On_the_Line_(2001_film),no_ja,,,
17,2001,Q4,Thirteen Ghosts,Warner Bros. Pictures / Columbia Pictures / Dark Castle Entertainment,"Steve Beck (director); Robb White, Neal Marshall Stevens (screenplay); Tony Shalhoub, Embeth Davidtz, Matthew Lillard, Shannon Elizabeth, Rah Digga, F. Murray Abraham, J.R. Bourne, Laura Mennell, C. Ernst Harth, Craig Olejnik, John DeSantis, Ken Kirzinger, Alec Roberts, Mikhael Speidel, Daniel Wesley, Kathryn Anderson, Shawna Loyer, Xantha Radley, Laurie Soper, Herbert Duncanson, Shayne Wyler, Adam Kaminski",Thirteen_Ghosts,{{flagicon|USA}} 2001年10月26日<br /> {{flagicon|JPN}} 2002年8月31日,2001-10-26,2002-08-31,309.0
18,2001,Q4,Bones,New Line Cinema,"Ernest Dickerson (director); Adam Simon, Tim Metcalfe (screenplay); Snoop Dogg, Pam Grier, Bianca Lawson, Clifton Powell, Khalil Kain, Ricky Harris, Michael T. Weiss, Merwin Mondesir, Sean Amsing, Katharine Isabelle, Ronald Selmour, Deezer D, Garikayi Mutambirwa, Erin Wright, Josh Byer, Kirby Morrow, Lynda Boyd",Bones_(2001_film),no_ja,,,
19,2001,Q4,Wasabi,Europa Corp / Destination Films / Victor Company of Japan / Samitose Productions / TF1 Films / Canal+,"Gerard Stérin (director); Gérard Krawczyk (screenplay); Jean Reno, Ryōko Hirosue, Michel Muller, Carole Bouquet, Ludovic Berthillot, Yan Epstein, Michel Scourneau, Christian Sinniger, Jean-Marc Montalto, Alexandre Brik, Fabio Zenoni, Véronique Balme, Jacques Bondoux, Yoshi Oida, Haruhiko Hirata, Edilberto Ruiz",Wasabi_(film),{{flagicon|FRA}} 2001年10月31日<br /> {{flagicon|JPN}} 2002年2月2日,,2002-02-02,
20,2001,Q4,Amélie,Miramax Films,"Jean-Pierre Jeunet (director); Guillaume Laurant (screenplay); Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin, Jamel Debbouze, Claire Maurier, Clotilde Mollet, Isabelle Nanty, Dominique Pinon, Artus de Penguern, Yolande Moreau, Urbain Cancelier, Maurice Benichou, Michel Robin, Andrée Damant, Claude Perron",Am%C3%A9lie,no_ja,,,
21,2001,Q4,Domestic Disturbance,Paramount Pictures,"Harold Becker (director); Lewis Colick, William S. Comanor, Gary Drucker (screenplay); John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Steve Buscemi, Ruben Santiago-Hudson, Chris Ellis, Angelica Page, Debra Mooney, Leland L. Jones, Susan Floyd, Holmes Osborne, Michael Tomlinson, Jim Meskimen, Darryl Warren, Paul Ligotino, William Parry, James Lashly, Rebecca Tilney",Domestic_Disturbance,{{flagicon|USA}} 2001年11月2日<br /> {{flagicon|JPN}} 2002年4月6日,2001-11-02,2002-04-06,155.0
22,2001,Q4,The Man Who Wasn't There,Gramercy Pictures,"Joel Coen (director/screenplay); Ethan Coen (screenplay); Billy Bob Thornton, Frances McDormand, James Gandolfini, Michael Badalucco, Richard Jenkins, Scarlett Johansson, Jon Polito, Tony Shalhoub, Katherine Borowitz, Christopher Kriesa, Brian Haley, Jack McGee, Jennifer Jason Leigh",The_Man_Who_Wasn%27t_There_(2001_film),no_ja,,,
23,2001,Q4,"Monsters, Inc.",Walt Disney Pictures / Pixar Animation Studios,"Pete Docter (director); Andrew Stanton, Daniel Gerson (screenplay); John Goodman, Billy Crystal, Sissy Spacek, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Bob Peterson, John Ratzenberger, Frank Oz, Lacey Chabert, Dan Gerson, Steve Susskind, Bonnie Hunt, Jeff Pidgeon, Samuel Lord Black, Jack Angel, Bob Bergen, Rodger Bumpass, Gino Conforti, Jennifer Darling, Patti Deutsch, Pete Docter, Bobby Edner, Ashley Edner, Paul Eiding, Katie Evans, Bill Farmer, Keegan Farrell, Pat Fraley, Teresa Ganzel, Taylor Gifaldi, Marc John Jefferies, Joe Lala, Noah Luke, Sherry Lynn, Danny Mann, Mona Marshall, Mickie McGowan, Laraine Newman, Kay Panabaker, Bret Parker, Phil Proctor, Josh Qualtieri, Guido Quaroni, Jan Rabson, Lisa Raggio, Joe Ranft, Sophia Ranft, Katherine Ringgold, Bob Scott, David Silverman, Jim Thornton, Lee Unkrich, Jacques Marin","Monsters,_Inc.",{{flagicon|USA}} 2001年11月2日<br /> {{flagicon|UK}} 2002年2月8日<br /> {{flagicon|JPN}} 2002年3月2日,2001-11-02,2002-03-02,120.0
24,2001,Q4,The One,Columbia Pictures / Revolution Studios,"James Wong (director/screenplay); Glen Morgan (screenplay); Jet Li, Delroy Lindo, Jason Statham, Carla Gugino, James Morrison, Dylan Bruno, Richard Steinmetz, Cynthia Pinot, Steve Rankin, Dean Norris, Harriet Sansom Harris, Tucker Smallwood, Archie Kao, Doug Savant",The_One_(2001_film),{{flagicon|USA}} 2001年11月2日<br /> {{flagicon|JPN}} 2002年6月1日,2001-11-02,2002-06-01,211.0
25,2001,Q4,Heist,Warner Bros. Pictures / Morgan Creek Productions / Franchise Pictures,"David Mamet (director/screenplay); Gene Hackman, Danny DeVito, Delroy Lindo, Sam Rockwell, Rebecca Pidgeon, Ricky Jay, Patti LuPone",Heist_(2001_film),{{flagicon|USA}} 2001年11月9日<br /> {{flagicon|JPN}} 2002年6月15日,2001-11-09,2002-06-15,218.0
26,2001,Q4,Life as a House,New Line Cinema,"Irwin Winkler (director); Mark Andrus (screenplay); Kevin Kline, Kristin Scott Thomas, Hayden Christensen, Jena Malone, Mary Steenburgen, Jamey Sheridan, Ian Somerhalder, Scott Bakula, Sam Robards, John Pankow, Mike Weinberg, Scotty Leavenworth",Life_as_a_House,{{flagicon|USA}} 2001年10月26日<br /> {{flagicon|JPN}} 2002年7月20日,2001-10-26,2002-07-20,267.0
27,2001,Q4,Shallow Hal,20th Century Fox,"Peter Farrelly, Robert Farrelly (directors/screenplay); Sean Moynihan (screenplay); Jack Black, Gwyneth Paltrow, Jason Alexander, Joe Viterelli, Jill Christine Fitzgerald, Tony Robbins, Bruce McGill, Molly Shannon, Sasha Neulinger, Susan Ward, Rene Kirby, Kyle Gass, Laura Kightlinger, Brooke Burns, Sayed Badreya, Nan Martin, Zen Gesner, Ron Darling, Rob Moran, Michael Corrente",Shallow_Hal,{{flagicon|USA}} 2001年11月2日<br/> {{flagicon|JPN}} 2002年6月1日,2001-11-02,2002-06-01,211.0
28,2001,Q4,Harry Potter and the Sorcerer's Stone,Warner Bros. Pictures / Heyday Films,"Chris Columbus (director); Steve Kloves (screenplay); Daniel Radcliffe, Rupert Grint, Emma Watson, John Cleese, Robbie Coltrane, Warwick Davis, Richard Griffiths, Richard Harris, Ian Hart, John Hurt, Alan Rickman, Fiona Shaw, Maggie Smith, Julie Walters, David Bradley, Tom Felton, Bonnie Wright, Devon Murray, Zoë Wanamaker, Adrian Rawlins, Geraldine Somerville, Harry Melling, Verne Troyer, Richard Bremmer, Chris Rankin, James Phelps, Oliver Phelps, Matthew Lewis, Jamie Waylett, Josh Herdman, Alfred Enoch, Leslie Phillips, Eleanor Columbus, Terence Bayler, Simon Fisher-Becker, Nina Young, Luke Youngblood, Sean Biggerstaff, Elizabeth Spriggs, Danielle Taylor, Leilah Sutherland, Emily Dale, David Holmes, Will Theakston, Scot Fearn, Ray Fearon, Mark Ballas, Derek Hough, Julianne Hough",Harry_Potter_and_the_Philosopher%27s_Stone_(film),no_ja,,,
29,2001,Q4,The Wash,Lions Gate Films,"DJ Pooh (director/screenplay); Dr. Dre, Snoop Dogg, George Wallace, DJ Pooh, Angell Conwell, Tommy ""Tiny"" Lister, Jr., Eminem, Bruce Bruce, Lamont Bentley, Alex Thomas, Demetrius Navarro, Truth Hurts, Shawn Fonteno, Isley Nicole Melton, Tommy Chong, Tray Deee, Kurupt, Ludacris, Shaquille O'Neal, Pauly Shore, Xzibit, Julio G, Daz Dillinger, Bad Azz, Sharif, Kent Masters King, Iva La'Shawn",The_Wash_(2001_film),no_ja,,,
30,2001,Q4,Black Knight,20th Century Fox / Regency Enterprises,"Gil Junger (director); Darryl J. Quarles, Peter Gaulke, Gerry Swallow (screenplay); Martin Lawrence, Marsha Thomason, Tom Wilkinson, Kevin Conway, Vincent Regan, Daryl Mitchell, Michael Countryman, Jeannette Weegar, Erik Jensen, Dikran Tulaine, Helen Carey, Robert Alan Harris",Black_Knight_(film),{{flagicon|USA}} 2001年11月21日<br /> {{flagicon|JPN}} 2002年10月26日,2001-11-21,2002-10-26,339.0
31,2001,Q4,Out Cold,Touchstone Pictures / Spyglass Entertainment,"The Malloys (director); Jon Zach (screenplay); Jason London, A.J. Cook, Lee Majors, Zach Galifianakis, Derek Hamilton, Willie Garson, Caroline Dhavernas, David Koechner, Flex Alexander, David Denman, Thomas Lennon, Victoria Silvstedt, Todd Richards, Lewis Arquette, Rio Tahara, Brett Kelly, Lee R. Mayes, Danny Hagge, Adam Harrington, Rob ""Sluggo"" Boyce, Ted Stryker, Steve Kahan, Richard Donner",Out_Cold_(2001_film),no_ja,,,
32,2001,Q4,Sidewalks of New York,Paramount Classics,"Edward Burns (director/screenplay); Edward Burns, Rosario Dawson, Dennis Farina, Heather Graham, David Krumholtz, Brittany Murphy, Stanley Tucci",Sidewalks_of_New_York_(2001_film),{{flagicon|USA}} 2001年11月21日（限定）<br /> {{flagicon|JPN}} 2003年4月26日,2001-11-21,2003-04-26,521.0
33,2001,Q4,Spy Game,Universal Pictures / Beacon Pictures,"Tony Scott (director); Michael Frost Beckner, David Arata (screenplay); Robert Redford, Brad Pitt, Catherine McCormack, Stephen Dillane, Larry Bryggman, Marianne Jean-Baptiste, Ken Leung, David Hemmings, Michael Paul Chan, Garrick Hagon, Todd Boyce, Matthew Marsh, Andrew Grainger, Shane Rimmer, Ho Yi, Benedict Wong, Adrian Pang, Omid Djalili, Dale Dye, Charlotte Rampling, Matthew Walker, James Aubrey, Colin Stinton, Amidou, Andrea Osvart",Spy_Game,{{flagicon|USA}} 2001年11月21日<br /> {{flagicon|JPN}} 2001年12月15日,2001-11-21,2001-12-15,24.0
34,2001,Q4,In the Bedroom,Miramax Films,"Todd Field (director/screenplay); Robert Festinger (screenplay); Sissy Spacek, Tom Wilkinson, Nick Stahl, Marisa Tomei, William Mapother, Celia Weston, Karen Allen, William Wise, Justin Ashforth, Camden Munson, Frank T. Wells",In_the_Bedroom,{{flagicon|USA}} 2001年12月25日<br /> {{flagicon|JPN}} 2002年8月3日,2001-12-25,2002-08-03,221.0
